ICAO Code,IATA Code,Airport Name,City/Town,Country
LYPR,PRN,Pristina,Pristina,Yugoslavia
LYTV,TIV,Tivat,Tivat,Yugoslavia
LZIB,BTS,M R Stefanik,Bratislava,Slovakia
LZKZ,KSC,Kosice,Kosice,Slovakia
LZPP,PZY,Piestany,Piestany,Slovakia
LZSL,SLD,Sliac,Sliac,Slovakia
LZTT,TAT,Tatry,Poprad,Slovakia
MBNC,NCA,North Caicos,North Caicos,Turks & Caicos I.
MBPV,PLS,Providenciales,Providenciales,Turks & Caicos I.
MBSC,XSC,South Caicos,South Caicos,Turks & Caicos I.
MDBH,BRX,Maria Montez International,Barahona,Dominican Republic
MDHE,HEX,Herrera International,Santo Domingo,Dominican Republic
MDLR,LRM,La Romana International,La Romana,Dominican Republic
MDPC,PUJ,Punta Cana International,Punta Cana,Dominican Republic
MDPP,POP,Gregorio Luperon International,Puerto Plata,Dominican Republic
MDSD,SDQ,Las Americas International,Santo Domingo,Dominican Republic
MDST,STI,Cibao International,Santiago,Dominican Republic
MGCB,CBV,Coban,Coban,Guatemala
MGGT,GUA,La Aurora,Guatemala City,Guatemala
MHLC,LCE,Goloson International,La Ceiba,Honduras
MHLM,SAP,La Mesa International,San Pedro Sula,Honduras
MHNJ,GJA,Guanaja,Guanaja,Honduras
MHPL,PEU,Puerto Lempira,Puerto Lempira,Honduras
MHRO,RTB,Roatan,Roatan,Honduras
MHTE,TEA,Tela,Tela,Honduras
MHTG,TGU,Toncontin International,Tegucigalpa,Honduras
MKBS,OCJ,Boscobel,Ocho Rios,Jamaica
MKJP,KIN,Norman Manley International,Kingston,Jamaica
MKJS,MBJ,Sangster International,Montego Bay,Jamaica
MKKJ,POT,Ken Jones,Port Antonio,Jamaica
MKTP,KTP,Tinson Pen,Kingston,Jamaica
MMAA,ACA,General Juan N Alvarez International,Acapulco,Mexico
MMAN,NTR,Del Norte International,Monterrey,Mexico
MMAS,AGU,Jesus Teran International,Aguascalientes,Mexico
MMBT,HUX,Bahias De Huatulco International,Bahias Dehuatulco,Mexico
MMCB,CVJ,Cuernavaca,Cuernavaca,Mexico
MMCE,CME,Ciudad Del Carmen International,Ciudad Del Carmen,Mexico
MMCL,CUL,Culiacan International,Culiacan,Mexico
MMCM,CTM,Chetumal International,Chetumal,Mexico
MMCN,CEN,Ciudad Obregon International,Ciudad Obregon,Mexico
MMCP,CPE,Ingeniero Alberto Acuna Ongay International,Campeche,Mexico
MMCS,CJS,Abraham Gonzalez International,Ciudad Juarez,Mexico
MMCU,CUU,General R Fierro Villalobos International,Chihuahua,Mexico
MMCV,CVM,Ciudad Victoria,Ciudad Victoria,Mexico
MMCZ,CZM,Cozumel International,Cozumel,Mexico
MMDM,MMC,Ciudad Mante,Ciudad Mante,Mexico
MMDO,DGO,Durango International,Durango,Mexico
MMEP,TPQ,Tepic,Tepic,Mexico
MMES,ESE,General Alberto L Salinas C International,Ensenada,Mexico
MMGL,GDL,Don Miguel Y Hidalgo International,Guadalajara,Mexico
MMGM,GYM,General Jose Maria Yanez International,Guaymas,Mexico
MMHC,TCN,Tehuacan,Tehuacan,Mexico
MMHO,HMO,General Ignacio P Garcia International,Hermosillo,Mexico
MMIA,CLQ,Colima,Colima,Mexico
MMIM,ISJ,Isla Mujeres,Isla Mujeres,Mexico
MMIO,SLW,Plan De Guadalupe International,Saltillo,Mexico
MMLC,LZC,Lazaro Cardenas,Lazard Cardenas,Mexico
MMLM,LMM,Valle Del Fuerte International,Los Mochis,Mexico
MMLO,BJX,De Guanajuato International,Del Bajio,Mexico
MMLP,LAP,General Manuel Marquez De Leon International,La Paz,Mexico
MMLT,LTO,Loreto International,Loreto,Mexico
MMMA,MAM,General Servando Canales International,Matamoros,Mexico
MMMD,MID,Licenciado Manuel Crecencio Rejon International,Merida,Mexico
MMML,MXL,General Rodolfo Sanchez Taboada International,Mexicali,Mexico
MMMM,MLM,General Francisco J Mujica,Morelia,Mexico
MMMT,MTT,Minatitlan,Minatitlan,Mexico
MMMV,LOV,Monclova International,Monclova,Mexico
MMMX,MEX,Licenciado Benito Juarez International,Mexico City,Mexico
MMMY,MTY,General Mariano Escobedo International,Monterrey,Mexico
MMMZ,MZT,General Rafael Buelna International,Mazatlan,Mexico
MMNG,NOG,Nogales International,Nogales,Mexico
MMNL,NLD,Quetzalcoatl International,Nuevo Laredo,Mexico
MMOX,OAX,Xoxocotlan International,Oaxaca,Mexico
MMPA,PAZ,Tajin,Poza Rico,Mexico
MMPB,PBC,Hermanos Serdan International,Puebla,Mexico
MMPC,PCA,Ingeniero Juan Guillermo Villasana,Pachuca,Mexico
MMPE,PPE,Punta Penasco,Punta Penasco,Mexico
MMPG,PDS,Piedras Negras International,Piedras Negras,Mexico
MMPN,UPN,Licenciado Y Gen Ignacio Lopez Rayon,Uruapan,Mexico
MMPR,PVR,Licenciado Gustavo Diaz Ordaz International,Puerto Vallarta,Mexico
MMPS,PXM,Puerto Escondido,Puerto Escondido,Mexico
MMQT,QRO,Ingeniero F Espinoza Gutierrez International,Queretaro,Mexico
MMRX,REX,General Lucio Blanco International,Reynosa,Mexico
MMSD,SJD,Los Cabos International,San Jose Del Cabo,Mexico
MMSP,SLP,Ponciano Arriaga International,San Luis Potosi,Mexico
MMTA,TXA,Tlaxcala,Tlaxcala,Mexico
MMTC,TRC,Torreon International,Torreon,Mexico
MMTG,TGZ,Francisco Sarabia,Tuxtla Gutierrez,Mexico
MMTJ,TIJ,General Abelardo L Rodriguez International,Tijuana,Mexico
MMTM,TAM,General Francisco Javier Mina International,Tampico,Mexico
MMTN,TSL,Tamuin,Tamuin,Mexico
MMTO,TLC,Licenciado Adolfo Lopez Mateos International,Toluca,Mexico
MMTP,TAP,Tapachula International,Tapachula,Mexico
MMUN,CUN,Cancun International,Cancun,Mexico
MMVA,VSA,C P A Carlos Rovirosa International,Villahermosa,Mexico
MMVR,VER,General Heriberto Jara International,Vera Cruz,Mexico
MMZC,ZCL,General Leobardo C Ruiz International,Zacatecas,Mexico
MMZH,ZIH,Ixtapa Zihuatanejo International,Zihuatanejo,Mexico
MMZM,ZMM,Zamora,Zamora,Mexico
MMZO,ZLO,Playa De Oro International,Manzanillo,Mexico
MNBL,BEF,Bluefields,Bluefields,Nicaragua
MNMG,MGA,Managua International,Managua,Nicaragua
MNPC,PUZ,Puerto Cabezas,Puerto Cabezas,Nicaragua
MPBO,BOC,Bocas Del Toro,Bocas Del Toro,Panama
MPCH,CHX,Cap Manuel Nino International,Changuinola,Panama
MPDA,DAV,Enrique Malek International,David,Panama
MPHO,HOW,Howard Afb,Howard,Panama
MPMG,PAC,Marcos A Gelabert International,Panama,Panama
MPTO,PTY,Tocumen International,Panama City,Panama
MRCC,OTR,Coto 47,Coto 47,Costa Rica
MRGF,GLF,Golfito,Golfito,Costa Rica
MRLB,LIR,Daniel Oduber Quiros International,Liberia,Costa Rica
MRLM,LIO,Limon International,Limon,Costa Rica
MRNS,NOB,Nosara,Nosara Beach,Costa Rica
MROC,SJO,Juan Santamaria International,San Jose,Costa Rica
MRPM,PMZ,Palmar Sur,Palmar Sur,Costa Rica
MRQP,XQP,Quepos Managua,Quepos,Costa Rica
MSLP,SAL,El Salvador International,San Salvador,El Salvador
MTCH,CAP,Cap Haitien,Cap Haitien,Haiti
MTPP,PAP,Port Au Prince International,Port-Au-Prince,Haiti
MUBA,BCA,Gustavo Rizo,Baracoa Playa,Cuba
MUBY,BYM,Carlos Manuel De Cespedes,Bayamo,Cuba
MUCA,AVI,Maximo Gomez,Ciego De Avila,Cuba
MUCF,CFG,Jaime Gonzalez,Cienfuegos,Cuba
MUCL,CYO,Vilo Acuna,Cayo,Cuba
MUCM,CMW,Ignacio Agramonte International,Camaguey,Cuba
MUCU,SCU,Antonio Maceo International,Santiago De Cuba,Cuba
MUGT,GAO,Mariana Grajales,Guantanamo,Cuba
MUHA,HAV,Jose Marti International,Havana,Cuba
MUHG,HOG,Frank Pais,Holguin,Cuba
MULM,LCL,La Coloma,La Coloma,Cuba
MUMO,MOA,Orestes Acosta,Moa,Cuba
MUMZ,MZO,Sierra Maestra,Manzanillo,Cuba
MUNG,GER,Rafael Perez,Nueva Gerona,Cuba
MUSC,SNU,Abel Santamaria,Santa Clara,Cuba
MUVR,VRA,Juan Gualberto Gomez International,Varadero,Cuba
MUVT,VTU,Hermanos Ameijeiras,Las Tunas,Cuba
MWCB,CYB,Gerrard Smith International,Cayman Barac,Cayman Islands
MWCR,GCM,Owen Roberts International,Georgetown,Cayman Islands
MYAF,ASD,Andros Town,Andros Town,Bahamas
MYAM,MHH,Marsh Harbour,Marsh Harbor,Bahamas
MYAN,SAQ,San Andros,San Andros,Bahamas
MYAP,AXP,Spring Point,Spring Point,Bahamas
MYAT,TCB,Treasure Cay,Treasure Cay,Bahamas
MYBC,CCZ,Chub Cay,Chub Cay,Bahamas
MYBS,BIM,South Bimini,Alice Town,Bahamas
MYEF,GGT,Exuma International,Great Exuma,Bahamas
MYEH,ELH,North Eleuthera,North Eleuthera,Bahamas
MYEM,GHB,Governors Harbour,Governor'S Harbor,Bahamas
MYER,RSD,Rock Sound,Rock Sound,Bahamas
MYGF,FPO,Grand Bahama International,Freeport,Bahamas
MYGW,WTD,West End,West End,Bahamas
MYIG,IGA,Matthew Town,Matthew Town,Bahamas
MYLD,LGI,Deadmans Cay,Dead Man'S Cay,Bahamas
MYLS,SML,Stella Maris,Stella Maris,Bahamas
MYMM,MYG,Mayaguana,Mayaguana,Bahamas
MYNN,NAS,Nassau International,Nassau,Bahamas
MYSM,ZSA,San Salvador,Cockburn Town,Bahamas
MZBZ,BZE,Philip S W Goldson International,Belize City,Belize
NCAI,AIT,Aitutaki,Aitutaki,Cook Islands
NCRG,RAR,Rarotonga International,Avarua,Cook Islands
NFFN,NAN,Nadi International,Nandi,Fiji
NFNA,SUV,Nausori International,Nausori,Fiji
NFNL,LMG,Labasa,Lambasa,Fiji
NFTF,TBU,Fua Amotu International,Tongatapu,Tonga
NFTL,HPA,Haapai,Ha'Apai,Tonga
NFTV,VAV,Vavau International,Vava'U,Tonga
NGFU,FUN,Funafuti International Airport,Funafuti,Tuvalu Island
NGTA,TRW,Bonriki International,Tarawa,Kiribati
NGTE,TBF,Tabiteuea North,Tabiteuea North,Kiribati
NIUE,HUE,Niue International,Alofi,New Zealand
NLWW,WLS,Hihifo,Wallis,Wallis & Futuna
NSFA,APW,Faleolo International,Faleolo,Samoa
NSTU,PPG,Pago Pago International,Pago Pago,Samoa
NTAR,RUR,Rurutu,Rurutu,French Polynesia
NTAT,TUB,Tubuai,Tubuai,French Polynesia
NTGA,AAA,Anaa,Anaa,French Polynesia
NTGC,TIH,Tikehau,Tikehau,French Polynesia
NTGE,REA,Reao,Reao,French Polynesia
NTGF,FAV,Fakarava,Fakarava,French Polynesia
NTGI,XMH,Manihi,Manihi,French Polynesia
NTGJ,GMR,Totegegie,Totegegie,French Polynesia
NTGK,KKR,Kaukura,Kaukura Atoll,Tuamotu Islands
NTGM,MKP,Makemo,Makemo,French Polynesia
NTGN,NAU,Napuka,Napuka Island,French Polynesia
NTGP,PKP,Puka Puka,Puka Puka,French Polynesia
NTGT,TKP,Takapoto,Takapoto,French Polynesia
NTGU,AXR,Arutua,Arutua,Tuamotu Islands
NTGV,MVT,Mataiva,Mataiva,French Polynesia
NTKR,TKX,Takaroa,Takaroa,French Polynesia
NTMD,NHV,Nuku Hiva,Nuku Hiva,French Polynesia
NTTB,BOB,Bora Bora,Bora Bora,French Polynesia
NTTG,RGI,Rangiroa,Rangiroa,French Polynesia
NTTH,HUH,Huahine,Huahine Island,French Polynesia
NTTM,MOZ,Temae,Moorea,French Polynesia
NTTO,HOI,Hao,Hao Island,Tuamotu Islands
NTTP,MAU,Maupiti,Maupiti,French Polynesia
NTTR,RFP,Uturoa,Raiatea Island,French Polynesia
NVVV,VLI,Port Vila Bauerfield,Port-Vila,Vanuatu
NWWD,KNQ,Kone,Kone,New Caledonia
NWWK,KOC,Koumac,Koumac,New Caledonia
NWWL,LIF,Ouanaham,Lifou,New Caledonia
NWWM,GEA,Noumea Magenta,Noumea,New Caledonia
NWWR,MEE,La Roche,Mare,New Caledonia
NWWU,TOU,Touho,Touho,New Caledonia
NWWV,UVE,Ouvea Ouloup,Ouvea,New Caledonia
NWWW,NOU,La Tontouta,Noumea,New Caledonia
NZAA,AKL,Auckland International,Auckland,New Zealand
NZAP,TUO,Taupo,Taupo,New Zealand
NZCH,CHC,Christchurch International,Christchurch,New Zealand
NZCI,CHT,Chatham Islands,Chatham Island,New Zealand
NZDN,DUD,Dunedin,Dunedin,New Zealand
NZGS,GIS,Gisborne,Gisborne,New Zealand
NZGT,MON,Glentanner,Glentanner,New Zealand
NZHK,HKK,Hokitika,Hokitika,New Zealand
NZHN,HLZ,Hamilton,Hamilton,New Zealand
NZKK,KKE,Kerikeri,Kerikeri,New Zealand
NZKT,KAT,Kaitaia,Kaitaia,New Zealand
NZLX,ALR,Alexandra,Alexandra,New Zealand
NZMC,GTN,Mount Cook,Mount Cook,New Zealand
NZMO,TEU,Manapouri,Manapouri,New Zealand
NZMS,MRO,Masterton,Masterton,New Zealand
NZNP,NPL,New Plymouth,New Plymouth,New Zealand
NZNS,NSN,Nelson,Nelson,New Zealand
NZNV,IVC,Invercargill,Invercargill,New Zealand
NZOU,OAM,Oamaru,Oamaru,New Zealand
NZPM,PMR,Palmerston North,Palmerston North,New Zealand
NZPP,PPQ,Paraparaumu,Paraparaumu,New Zealand
NZQN,ZQN,Queenstown,Queenstown International,New Zealand
NZRO,ROT,Rotorua,Rotorua,New Zealand
NZTG,TRG,Tauranga,Tauranga,New Zealand
NZTU,TIU,Timaru,Timaru,New Zealand
NZWB,BHE,Woodbourne,Woodbourne,New Zealand
NZWF,WKA,Wanaka,Wanaka,New Zealand
NZWK,WHK,Whakatane,Whakatane,New Zealand
NZWN,WLG,Wellington International,Wellington,New Zealand
NZWR,WRE,Whangarei,Whangarei,New Zealand
NZWS,WSZ,Westport,Westport,New Zealand
NZWU,WAG,Wanganui,Wanganui,New Zealand
OAHR,HEA,Herat,Herat,Afghanistan
OAJL,JAA,Jalalabad,Jalalabad,Afghanistan
OAKB,KBL,Kabul International,Kabul,Afghanistan
OAKN,KDH,Kandahar,Kandahar,Afghanistan
OAMN,MMZ,Maimana,Maimama,Afghanistan
OAMS,MZR,Mazar I Sharif,Mazar-I-Sharif,Afghanistan
OAUZ,UND,Kunduz,Kunduz,Afghanistan
OBBI,BAH,Bahrain International,Bahrain,Bahrain
OEAB,AHB,Abha,Abha,Saudi Arabia
OEAH,LEA,Al Ahsa,Al-Ahsa,Saudi Arabia
OEBA,ABT,Al Baha,El-Baha,Saudi Arabia
OEBH,BHH,Bisha,Bisha,Saudi Arabia
OEDF,DMM,King Fahd International,Dammam,Saudi Arabia
OEDR,DHA,King Abdulaziz Ab,Dhahran,Saudi Arabia
OEGN,GIZ,Jazan,Gizan,Saudi Arabia
OEGS,ELQ,Gassim,Gassim,Saudi Arabia
OEGT,URY,Guriat,Guriat,Saudi Arabia
OEHL,HAS,Hail,Hail,Saudi Arabia
OEJN,JED,King Abdulaziz International,Jeddah,Saudi Arabia
OEKK,HBT,King Khaled Military City,King Khalid Mil.City,Saudi Arabia
OEMA,MED,Prince Mohammad Bin Abdulaziz,Madinah,Saudi Arabia
OENG,EAM,Nejran,Nejran,Saudi Arabia
OEPA,AQI,Qaisumah,Hafr Al-Batin,Saudi Arabia
OERF,RAH,Rafha,Rafha,Saudi Arabia
OERK,RUH,King Khaled International,Riyadh,Saudi Arabia
OERR,RAE,Arar,Arar,Saudi Arabia
OESH,SHW,Sharurah,Sharurah,Saudi Arabia
OESK,AJO,Al Jouf,Al-Jouf,Saudi Arabia
OESL,SLF,Sulayel,Sulayel,Saudi Arabia
OETB,TUU,Tabuk,Tabuk,Saudi Arabia
OETF,TIF,Taif,Taif,Saudi Arabia
OETR,TUI,Turaif,Turaif,Saudi Arabia
OEWJ,EJH,Wejh,Wejh,Saudi Arabia
OEYN,YNB,Yenbo,Yenbo,Saudi Arabia
OIAA,ABD,Abadan,Abadan,Iran
OIAI,QMJ,Shahid Asyaee,Masjed Soleiman,Iran
OIAM,MRX,Mahshahr,Bandar Mahshahr,Iran
OIAW,AWZ,Ahwaz,Ahwaz,Iran
OIBB,BUZ,Bushehr,Bushehr,Iran
OIBK,KIH,Kish Island,Kish Island,Iran
OIBL,BDH,Bandar Lengeh,Bandar Lengeh,Iran
OICC,KSH,Shahid Ashrafi Esfahani,Bakhtaran,Iran
OICS,SDG,Sanandaj,Sanandaj,Iran
OIGG,RAS,Rasht,Rasht,Iran
OIII,THR,Mehrabad International,Teheran,Iran
OIKB,BND,Bandar Abbass International,Bandar Abbas,Iran
OIKK,KER,Kerman,Kerman,Iran
OIMB,XBJ,Birjand,Birjand,Iran
OINR,RZR,Ramsar,Ramsar,Iran
OISS,SYZ,Shiraz Shahid Dastghaib International,Shiraz,Iran
OITT,TBZ,Tabriz International,Tabriz,Iran
OIYY,AZD,Yazd Shahid Sadooghi,Yazd,Iran
OIZC,ZBR,Chah Bahar,Chah Bahar,Iran
OIZH,ZAH,Zahedan International,Zahedan,Iran
OJAI,AMM,Queen Alia International,Amman,Jordan
OJAM,ADJ,Marka International,Amman,Jordan
OJAQ,AQJ,Aqaba International,Aqaba,Jordan
OJMF,OMF,King Hussein,Mafraq,Jordan
OKBK,KWI,Kuwait International,Kuwait,Kuwait
OLBA,BEY,Beirut International,Beirut,Lebanon
OMAA,AUH,Abu Dhabi International,Abu Dhabi,United Arab Emirates
OMAD,AZI,Bateen,Abu Dhabi,United Arab Emirates
OMDB,DXB,Dubai International,Dubai,United Arab Emirates
OMFJ,FJR,Fujairah International,Fujeirah,United Arab Emirates
OMRK,RKT,Ras Al Khaimah International,Ras Al Khaimah,United Arab Emirates
OMSJ,SHJ,Sharjah International,Sharjah,United Arab Emirates
OOKB,KHS,Khasab,Khasab,Oman
OOMA,MSH,Masirah,Masirah,Oman
OOMS,MCT,Seeb International,Muscat,Oman
OOSA,SLL,Salalah,Salalah,Oman
OOTH,TTH,Thumrait,Thumrait,Oman
OPFA,LYP,Faisalabad International,Faisalabad,Pakistan
OPGD,GWD,Gwadar,Gwadar,Pakistan
OPGT,GIL,Gilgit,Gilgit,Pakistan
OPKC,KHI,Jinnah International,Karachi,Pakistan
OPKD,HDD,Hyderabad,Hyderabad,Pakistan
OPLA,LHE,Allama Iqbal International,Lahore,Pakistan
OPMF,MFG,Muzaffarabad,Muzaffarabad,Pakistan
OPMJ,MJD,Moenjodaro,Moenjodaro,Pakistan
OPMT,MUX,Multan International,Multan,Pakistan
OPNH,WNS,Nawabshah,Nawabshah,Pakistan
OPOR,ORW,Ormara,Ormara,Pakistan
OPPG,PJG,Panjgur,Panjgur,Pakistan
OPPI,PSI,Pasni,Pasni,Pakistan
OPPS,PEW,Peshawar,Peshawar,Pakistan
OPQT,UET,Quetta,Quetta,Pakistan
OPRK,RYK,Shaikh Zayed,Rahim Yar Khan,Pakistan
OPRN,ISB,Chaklala,Islamabad,Pakistan
OPRT,RAZ,Rawalakot,Rawala Kot,Pakistan
OPSK,SKZ,Sukkur,Sukkur,Pakistan
OPSS,SDT,Saidu Sharif,Saidu Sharif,Pakistan
OPSU,SUL,Sui,Sui,Pakistan
OPTH,BDN,Talhar,Talhar,Pakistan
OPTU,TRB,Turbat International,Turbo,Colombia
OPZB,PZH,Zhob,Zhob,Pakistan
ORBS,SDA,Saddam International,Baghdad,Iraq
ORMM,BSR,Basrah International,Basrah,Iraq
OSAP,ALP,Aleppo International,Aleppo,Syria
OSDI,DAM,Damascus International,Damascus,Syria
OSDZ,DEZ,Deir Zzor,Deire Zor,Syria
OSLK,LTK,Bassel Al Assad International,Latakia,Syria
OSPR,PMS,Palmyra,Palmyra,Syria
OTBD,DOH,Doha International,Doha,Qatar
PAAQ,PAQ,Palmer Muni,Palmer,USA
PABA,BTI,Barter Island Lrrs,Barter Island,USA
PABE,BET,Bethel,Bethel,USA
PABI,BIG,Allen Aaf,Delta Junction,USA
PABR,BRW,Wiley Post Will Rogers Mem,Barrow,USA
PABT,BTT,Bettles,Bettles,USA
PACD,CDB,Cold Bay,Cold Bay,USA
PACV,CDV,Merle K Mudhole Smith,Cordova,USA
PADK,ADK,Adak,Adak Island,USA
PADL,DLG,Dillingham,Dillingham,USA
PADQ,ADQ,Kodiak,Kodiak,USA
PADU,DUT,Unalaska,Unalaska,USA
PAED,EDF,Elmendorf Afb,Anchorage,USA
PAEH,EHM,Cape Newenham Lrrs,Cape Newenham,USA
PAEI,EIL,Eielson Afb,Fairbanks,USA
PAEN,ENA,Kenai Muni,Kenai,USA
PAFA,FAI,Fairbanks International,Fairbanks,USA
PAFB,FBK,Wainwright Aaf,Fort Wainwright,USA
PAGA,GAL,Edward G Pitka Sr,Galena,USA
PAGK,GKN,Gulkana,Gulkana,USA
PAGY,SGY,Skagway,Skagway,USA
PAHO,HOM,Homer,Homer,USA
PAIL,ILI,Iliamna,Iliamna,USA
PAIM,UTO,Indian Mountain Lrrs,Indian Mountains,USA
PAJN,JNU,Juneau International,Juneau,USA
PAKN,AKN,King Salmon,King Salmon,USA
PAKT,KTN,Ketchikan International,Ketchikan,USA
PALU,LUR,Cape Lisburne Lrrs,Cape Lisburne,USA
PAMC,MCG,Mc Grath,Mcgrath,USA
PAMR,MRI,Merrill Fld,Anchorage,USA
PANC,ANC,Ted Stevens Anchorage International,Anchorage,USA
PANT,ANN,Annette Island,Annette Island,USA
PAOM,OME,Nome,Nome,USA
PAOR,ORT,Northway,Northway,USA
PAOT,OTZ,Ralph Wien Mem,Kotzebue,USA
PAPM,PML,Platinum,Port Moller,USA
PASC,SCC,Deadhorse,Deadhorse,USA
PASI,SIT,Sitka Rocky Gutierrez,Sitka,USA
PASN,SNP,St Paul Island,St. Paul Island,USA
PASV,SVW,Sparrevohn Lrrs,Sparrevohn,USA
PASY,SYA,Eareckson As,Shemya,USA
PATA,TAL,Ralph M Calhoun,Tanana,USA
PATC,TNC,Tin City Lrrs,Tin City,USA
PATK,TKA,Talkeetna,Talkeetna,USA
PATL,TLJ,Tatalina Lrrs,Tatalina,USA
PAUN,UNK,Unalakleet,Unalakleet,USA
PAVD,VDZ,Valdez Pioneer Field,Valdez,USA
PAWT,AIN,Wainwright As,Fort Wainwright,USA
PAYA,YAK,Yakutat,Yakutat,USA
PCIS,CIS,Canton Island Airport,Canton Island,Phoenix Isl.
PFYU,FYU,Fort Yukon,Fort Yukon,USA
PGRO,ROP,Rota International,Rota,Mariana Islands
PGSN,SPN,Saipan International,Saipan,Mariana Islands
PGUA,UAM,Andersen Afb,Andersen,Mariana Islands
PGUM,GUM,Guam International,Agana,Mariana Islands
PGWT,TNI,West Tinian,West Tinian,Mariana Islands
PHBK,BKH,Barking Sands Pmrf,Barking Sands,USA
PHDH,HDH,Dillingham,Dillingham,USA
PHHN,HNM,Hana,Hana,USA
PHJH,JHM,Kapalua,Lahania-Kapalua,USA
PHKO,KOA,Kona International At Keahole,Kona,USA
PHLI,LIH,Lihue,Lihue,USA
PHMK,MKK,Molokai,Molokai,USA
PHMU,MUE,Waimea Kohala,Kamuela,USA
PHNG,NGF,Kaneohe Bay Mcaf,Kaneohe Bay,USA
PHNL,HNL,Honolulu International,Honolulu,USA
PHNY,LNY,Lanai,Lanai,USA
PHOG,OGG,Kahului,Kahului,USA
PHSF,BSF,Bradshaw Aaf,Bradshaw Field,USA
PHTO,ITO,Hilo International,Hilo,USA
PHUP,UPP,Upolu,Opolu,USA
PJON,JON,Johnston Atoll,Johnston Island,Johnston Atoll
PKMA,1Z8,Enewetak Aux Af,Eniwetok Island,Marshall Islands
PKMJ,MAJ,Marshall Islands International,Majuro,Marshall Islands
PKWA,KWA,Bucholz Aaf,Kwajalein,Marshall Islands
PLCH,CXI,Christmas Island,Kiritimati,Kiribati
PMDY,MDY,Midway Atoll,Midway,Midway Island
POLI,OLI,Oliktok Lrrs,Oliktok Point,USA
PPIZ,PIZ,Point Lay Lrrs,Point Lay,USA
PTKK,TKK,Chuuk International,Chuuk,Micronesia
PTPN,PNI,Pohnpei International,Pohnpei,Micronesia
PTRO,ROR,Babelthuap,Babelthuap,Palau Island
PTSA,KSA,Kosrae,Kosrae,Micronesia
PTYA,YAP,Yap International,Yap,Micronesia
RCBS,KNH,Shang Yi,Chinmen,Taiwan
RCDC,PIF,Pingtung South,Pingtung,Taiwan
RCFN,TTT,Fengnin,Fengnin,Taiwan
RCGI,GNI,Green Island,Green Island,Taiwan
RCKH,KHH,Kaohsiung International,Kaohsiung,Taiwan
RCKU,CYI,Chiayi,Chiayi,Taiwan
RCLG,TXG,Taichung,Chung,Taiwan
RCLY,KYD,Lanyu,Lanyu,Taiwan
RCMT,MZW,Matsu,Matsu,Taiwan
RCNN,TNN,Tainan,Tainan,Taiwan
RCQC,MZG,Makung,Makung,Taiwan
RCSS,TSA,Sungshan,Taipei,Taiwan
RCTP,TPE,Chiang Kai Shek International,Taipei,Taiwan
RCWA,WOT,Wang An,Wang An,Taiwan
RCYU,HUN,Hualien,Hualien,Taiwan
RJAA,NRT,New Tokyo International,Tokyo,Japan
RJAF,MMJ,Matsumoto,Matsumoto,Japan
RJAW,IWO,Iwo Jima,Iwojima,Japan
RJBD,SHM,Nanki Shirahama,Nanki-Shirahama,Japan
RJCB,OBO,Obihiro,Obihiro,Japan
RJCC,CTS,Chitose International Airport,Sapporo,Japan
RJCH,HKD,Hakodate,Hakodate,Japan
RJCJ,SPK,Chitose,Chitose,Japan
RJCM,MMB,Memanbetsu,Memanbetsu,Japan
RJCN,SHB,Nakashibetsu,Nakashibetsu,Japan
RJCO,SPK,Sapporo,Sapporo,Japan
RJCW,WKJ,Wakkanai,Wakkanai,Japan
RJDB,IKI,Iki,Iki,Japan
RJDC,UBJ,Yamaguchi Ube,Yamaguchi,Japan
RJDT,TSJ,Tsushima,Tsushima,Japan
RJEB,MBE,Monbetsu,Monbetsu,Japan
RJEC,AKJ,Asahikawa,Asahikawa,Japan
RJER,RIS,Rishiri,Rishiri Island,Japan
RJFC,KUM,Yakushima,Yakushima,Japan
RJFE,FUJ,Fukue,Fukue,Japan
RJFF,FUK,Fukuoka,Fukuoka,Japan
RJFG,TNE,Tanegashima,Tanegashima,Japan
RJFK,KOJ,Kagoshima,Kagoshima,Japan
RJFM,KMI,Miyazaki,Miyazaki,Japan
RJFO,OIT,Oita,Oita,Japan
RJFR,KKJ,Kitakyushu,Kitakyushu,Japan
RJFT,KMJ,Kumamoto,Kumamoto,Japan
RJFU,NGS,Nagasaki,Nagasaki,Japan
RJKA,ASJ,Amami,Amami,Japan
RJKN,TKN,Tokunoshima,Tokunoshima,Japan
RJNK,KMQ,Komatsu,Kanazawa,Japan
RJNN,NGO,Nagoya,Nagoya,Japan
RJNO,OKI,Oki,Oki Island,Japan
RJNT,TOY,Toyama,Toyama,Japan
RJOA,HIJ,Hiroshima,Hiroshima,Japan
RJOB,OKJ,Okayama,Okayama,Japan
RJOC,IZO,Izumo,Izumo,Japan
RJOH,YGJ,Miho,Miho,Japan
RJOK,KCZ,Kochi,Kochi,Japan
RJOM,MYJ,Matsuyama,Matsuyama,Japan
RJOO,ITM,Osaka International,Osaka,Japan
RJOR,TTJ,Tottori,Tottori,Japan
RJOS,TKS,Tokushima,Tokushima,Japan
RJOT,TAK,Takamatsu,Takamatsu,Japan
RJSA,AOJ,Aomori,Aomori,Japan
RJSC,GAJ,Yamagata,Yamagata,Japan
RJSI,HNA,Hanamaki,Hanamaki,Japan
RJSK,AXT,Akita,Akita,Japan
RJSM,MSJ,Misawa Ab,Misawa,Japan
RJSS,SDJ,Sendai,Sendai,Japan
